file,article_name,fincen_id,doc_type,doc_title,doc_date,source_csv,sha256,mode,pages,total_hits_regex,top_labels_regex,embedding_backend,embedding_model,sim_threshold,top_k,min_sim_floor
fincen_advisory_pdfs\PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,FIN-2018-A003,Advisory,FinCEN Advisory FIN-2018-A003,06/12/2018,fincen_advisories.csv,1d9ea1bce392138a4f97c44e918d4a5fbf791f130879841ba1b75b6c13f58dbe,direct,15,154,corruption_bribery:65; money_laundering:51; terrorist_financing:36; sanctions_evasion:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,FIN-2017-A003,Advisory,FinCEN Advisory - FIN-2017-A003,08/22/2017,fincen_advisories.csv,0c96a988f2328f8f03cfba9544abde9bebcb3fcfa366a808f0c09b7dd9c34055,direct,8,91,money_laundering:81; terrorist_financing:6; corruption_bribery:3; healthcare_fraud:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\South%20Sudan%20Advisory_09-06-2017_0.pdf,South%20Sudan%20Advisory_09-06-2017_0.pdf,FIN-2017-A004,Advisory,FinCEN Advisory FIN-2017-A004,09/06/2017,fincen_advisories.csv,cf977409af0abf366222b9fc7c2657f17e9ce6d16b920539635fcdc9cee494fe,direct,7,79,money_laundering:27; terrorist_financing:26; corruption_bribery:26,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\Updated%20BEC%20Advisory%20FINAL%20508.pdf,Updated%20BEC%20Advisory%20FINAL%20508.pdf,FIN-2019-A005,Advisory,FinCEN Advisory FIN-2019-A005,07/16/2019,fincen_advisories.csv,bae4cd3d10b6bad1444e5299064a0cc3219ab32457a812a03c38b11bf088f838,direct,12,147,bec_business_email_compromise:114; money_laundering:33,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\Venezuela%20Advisory%20FINAL%20508.pdf,Venezuela%20Advisory%20FINAL%20508.pdf,FIN-2019-A002,Advisory,FinCEN Advisory FIN-2019-A002,05/03/2019,fincen_advisories.csv,ab942b86ad47017ca8d76041992c2859ef17e9f6ec3dd5ec98c10bc32ad1d2b0,direct,15,206,terrorist_financing:67; money_laundering:61; corruption_bribery:49; sanctions_evasion:18; trade_based_money_laundering:9,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\Alert-FinCEN-Scams-FINAL508.pdf,Alert-FinCEN-Scams-FINAL508.pdf,FIN-2024-ALERT005,Alert,"FinCEN Alert on Fraud Schemes Abusing FinCEN’s Name, Insignia, and Authorities for Financial Gain",12/18/2024,fincen_alerts.csv,b3c7ebff4ef4d0bcc83c3d5cbfe443a44efce04baa4d8b4918e4a2543a3a8f4e,direct,11,47,money_laundering:31; crypto_virtual_assets:10; bec_business_email_compromise:5; romance_scam_elder_fraud:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\BCS-Alert-FINAL-508C.pdf,BCS-Alert-FINAL-508C.pdf,FIN-2025-ALERT001,Alert,FinCEN Alert on Bulk Cash Smuggling and Repatriation by Mexico-Based Transnational Criminal Organizations,03/31/2025,fincen_alerts.csv,579768878cf8cebd7db90f74d80c17a66a7eda25c8af3e5666c246e94dcff9ba,direct,7,29,money_laundering:23; terrorist_financing:2; trade_based_money_laundering:2; human_trafficking:1; crypto_virtual_assets:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN Alert Human Smuggling FINAL_508.pdf,FinCEN Alert Human Smuggling FINAL_508.pdf,FIN-2023-ALERT001,Alert,FinCEN Alert on Human Smuggling Along the Southwest Border of the United States,01/13/2023,fincen_alerts.csv,0525278743acde473d7151af4631e225c070792dbde74b3d2bffb74ad7339dce,direct,10,64,money_laundering:35; human_trafficking:22; terrorist_financing:3; structuring_smurfing:2; sanctions_evasion:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,FIN-2023-ALERT003,Alert,FinCEN Alert on Nationwide Surge in Mail Theft-Related Check Fraud Schemes Targeting the U.S. Mail,02/27/2023,fincen_alerts.csv,73b239b33497679cbe9534e51cb7ac35189bebe5c0d69320fbd1af476f1d5b9c,direct,8,74,money_laundering:37; check_fraud:32; structuring_smurfing:2; corruption_bribery:2; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,FIN-2023-ALERT002,Alert,"FinCEN Alert on Potential U.S. Commercial Real Estate Investments by Sanctioned Russian Elites, Oligarchs, and Their Proxies",01/25/2023,fincen_alerts.csv,c593bf2731163d781f858b8cc4fa969f74faca570918e2d84738187d181b8b0d,direct,11,121,money_laundering:53; terrorist_financing:33; sanctions_evasion:20; corruption_bribery:13; structuring_smurfing:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN%20Alert%20Russian%20Elites%20High%20Value%20Assets_508%20FINAL.pdf,FinCEN%20Alert%20Russian%20Elites%20High%20Value%20Assets_508%20FINAL.pdf,FIN-2022-ALERT002,Alert,"FinCEN Alert on Real Estate, Luxury Goods, and Other High Value Assets Involving Russian Elites, Oligarchs, and their Family Members",03/16/2022,fincen_alerts.csv,d090405be6a48c770f316cae782a4300eb56510cbcb5fe5861312ff918857c2a,direct,12,129,money_laundering:59; terrorist_financing:50; corruption_bribery:9; sanctions_evasion:6; ransomware:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN%20Alert%20Russian%20Sanctions%20Evasion%20FINAL%20508.pdf,FinCEN%20Alert%20Russian%20Sanctions%20Evasion%20FINAL%20508.pdf,FIN-2022-ALERT001,Alert,FinCEN Advises Increased Vigilance for Potential Russian Sanctions Evasion Attempts,03/07/2022,fincen_alerts.csv,459e4311409ead8466e21bc48b2ed9c6c3f51057bd1a1606a395ca588d027940,direct,10,163,terrorist_financing:74; money_laundering:54; ransomware:13; sanctions_evasion:11; corruption_bribery:8,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN%20Alert%20Twitter_508%20FINAL.pdf,FinCEN%20Alert%20Twitter_508%20FINAL.pdf,FIN-2020-ALERT001,Alert,FinCEN Alerts Financial Institutions to Convertible Virtual Currency Scam Involving Twitter,07/16/2020,fincen_alerts.csv,4daf1d4d597a17c8780b6fa63ee86c43f2629281ba2215bf0431144436852766,direct,2,4,money_laundering:4,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN%20and%20Bis%20Joint%20Alert%20FINAL.pdf,FinCEN%20and%20Bis%20Joint%20Alert%20FINAL.pdf,FIN-2023-ALERT004,Alert,Supplemental Alert: FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Urge Continued Vigilance for Potential Russian Export Control Evasion Attempts,05/19/2023,fincen_alerts.csv,1f34b9868edc7a75c94e07dd524603aa4b3c91978fad30de092973f65bc44e2f,direct,10,46,money_laundering:30; terrorist_financing:9; sanctions_evasion:3; structuring_smurfing:2; corruption_bribery:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN-Alert-DeepFakes-Alert508FINAL.pdf,FinCEN-Alert-DeepFakes-Alert508FINAL.pdf,FIN-2024-ALERT004,Alert,FinCEN Alert on Fraud Schemes Involving Deepfake Media Targeting Financial Institutions,11/13/2024,fincen_alerts.csv,5e02f6647ee023ffaca6c63dcfaaa3d3456097032dbc6dc7953c2a4bff786b36,direct,6,32,money_laundering:19; bec_business_email_compromise:6; structuring_smurfing:2; check_fraud:2; synthetic_identity:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN-Alert-Extremist-Violence-FINAL508-rescinded.pdf,FinCEN-Alert-Extremist-Violence-FINAL508-rescinded.pdf,FIN-2024-ALERT001,Alert,"(Rescinded as of January 29, 2025) FinCEN Issues Alert on Israeli Extremist Settler Violence Against Palestinians in the West Bank",02/01/2024,fincen_alerts.csv,77eb1ae366075ec3eeb66baed0c72b6af9a8cf2156e1eae1271e297c0bf297cf,direct,2,9,money_laundering:6; terrorist_financing:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN-Alert-Hizballah-Alert-508C.pdf,FinCEN-Alert-Hizballah-Alert-508C.pdf,FIN-2024-ALERT003,Alert,FinCEN Alert to Financial Institutions to Counter Financing of Hizballah and its Terrorist Activities,10/23/2024,fincen_alerts.csv,7902fe60445267615f0955ecac6c7647fdcd7498122682438e45f48996833e55,direct,8,81,terrorist_financing:33; money_laundering:29; sanctions_evasion:16; trade_based_money_laundering:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN-Alert-Oil-Smuggling-FINAL-508C.pdf,FinCEN-Alert-Oil-Smuggling-FINAL-508C.pdf,FIN-2025-ALERT002,Alert,FinCEN Alert on Oil Smuggling Schemes on the U.S. Southwest Border Associated with Mexico-Based Cartels,05/01/2025,fincen_alerts.csv,8b7635ef8af0981ef28fb30987e85ef2771818ae7250cb91bd3092bc568b85a3,direct,13,94,money_laundering:54; terrorist_financing:28; corruption_bribery:6; sanctions_evasion:4; structuring_smurfing:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN-Alert-West-Bank-FINAL-508C-rescinded.pdf,FinCEN-Alert-West-Bank-FINAL-508C-rescinded.pdf,FIN-2024-ALERT002,Alert,"(Rescinded as of January 29, 2025) FinCEN Issues Supplemental Alert on Israeli Extremist Violence in the West Bank",07/11/2024,fincen_alerts.csv,d9e81e6a2a50bd55395cf863ea1b20bc43af8ecede1c537ad392c752ff604462,direct,4,25,terrorist_financing:15; money_laundering:10,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN_Alert_Pig_Butchering_FINAL_508c.pdf,FinCEN_Alert_Pig_Butchering_FINAL_508c.pdf,FIN-2023-ALERT005,Alert,FinCEN Alert on Prevalent Virtual Currency Investment Scam Commonly Known as “Pig Butchering”,09/08/2023,fincen_alerts.csv,14e83be91bac0bf13fbd59413910b10ecbc42c2a210d0a2915561ccd2cf4252c,direct,9,66,money_laundering:30; crypto_virtual_assets:23; ransomware:4; bec_business_email_compromise:3; romance_scam_elder_fraud:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN_Alert_Terrorist_Financing_proof1.pdf,FinCEN_Alert_Terrorist_Financing_proof1.pdf,FIN-2023-ALERT006,Alert,FinCEN Alert to Financial Institutions to Counter Financing to Hamas and its Terrorist Activities,10/20/2023,fincen_alerts.csv,a6b96b2d1baa8a3ca1580259d3d2f31aaf6e48d2da0c5fdd80fe5bab07ff7b65,direct,3,23,money_laundering:12; terrorist_financing:9; crypto_virtual_assets:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_alert_pdfs\FinCEN_ERC_Fraud_Alert_FINAL508.pdf,FinCEN_ERC_Fraud_Alert_FINAL508.pdf,FIN-2023-ALERT007,Alert,FinCEN Alert on COVID-19 Employee Retention Credit Fraud,11/22/2023,fincen_alerts.csv,4b424e2741f78f9f3ead084460ac44bb05eb35a69cde3be11142ffa88c65dfa4,direct,11,51,money_laundering:35; mortgage_financial_aid_fraud:8; check_fraud:4; structuring_smurfing:2; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\Consolidated%20COVID-19%20Notice%20508%20Final.pdf,Consolidated%20COVID-19%20Notice%20508%20Final.pdf,FIN-2021-NTC1,Notice,Consolidated COVID-19 Suspicious Activity Report Key Terms and Filing Instructions,2/24/2021,fincen_notices.csv,439141a73c26dae11dedcc298e92bafb893ab9068664b04668f878ddc76e2dbd,direct,4,20,money_laundering:10; mortgage_financial_aid_fraud:5; ransomware:2; bec_business_email_compromise:2; corruption_bribery:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\COVID-19%20Vaccine%20Notice%20508.pdf,COVID-19%20Vaccine%20Notice%20508.pdf,FIN-2020-NTC4,Notice,COVID-19 Vaccine-Related Scams and Cyberattacks,12/28/2020,fincen_notices.csv,889356b1c3a85d7855ef49d8fe3c26cc41ad33fbd87e522aa4561a4c1e08c37b,direct,2,22,money_laundering:12; ransomware:10,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN%20Advisory%20FIN-2017-A007-508%20Compliant.pdf,FinCEN%20Advisory%20FIN-2017-A007-508%20Compliant.pdf,FIN-2017-A007,Advisory,FinCEN Advisory FIN-2017-A007,10/31/2017,fincen_advisories.csv,4271faf8e25ea9f2e2c8bd193d48c9e4dc2a7c5ac5944d91f105f8c3f3fedbf2,direct,4,9,money_laundering:9,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN%20Environmental%20Crimes%20Notice%20508%20FINAL.pdf,FinCEN%20Environmental%20Crimes%20Notice%20508%20FINAL.pdf,FIN-2021-NTC4,Notice,FinCEN Calls Attention to Environmental Crimes and Related Financial Activity,11/18/2021,fincen_notices.csv,33a89632eba6a3bba08043ca2bd9b1ba3de250d7f70f57554c4eb06f91922f8f,direct,8,54,money_laundering:39; corruption_bribery:8; human_trafficking:5; tax_evasion:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN%20Notice%20on%20Antiquities%20and%20Art_508C.pdf,FinCEN%20Notice%20on%20Antiquities%20and%20Art_508C.pdf,FIN-2021-NTC2,Notice,FinCEN Informs Financial Institutions of Efforts Related to Trade in Antiquities and Art,3/9/2021,fincen_notices.csv,3efcf9ac7a5218de616248adcb30ba251abbdecf6c21487119f1ca91c4cef0e9,direct,3,32,money_laundering:26; terrorist_financing:6,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN%20OCSE%20Notice%20508C.pdf,FinCEN%20OCSE%20Notice%20508C.pdf,FIN-2021-NTC3,Notice,FinCEN Calls Attention to Online Child Sexual Exploitation Crimes,9/16/2021,fincen_notices.csv,7cfeb2310b64617c5b75dd56acbf55eddd14b5f3670ea83c50e2a53fe6ce030e,direct,4,26,money_laundering:18; human_trafficking:7; crypto_virtual_assets:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN-BOI-Notice-Deadline-Extension-508FINAL.pdf,FinCEN-BOI-Notice-Deadline-Extension-508FINAL.pdf,FIN-2025-CTA1,Notice,FinCEN Extends Beneficial Ownership Information Reporting Deadline by 30 Days; Announces Intention to Revise Reporting Rule,02/18/2025,fincen_notices.csv,c67c25783a8f6d77f115efc9ad8be14fc27921541d0b2896a2df13a800bed952,direct,2,5,money_laundering:5,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN-Joint-Notice-Timeshare-Mexico-508C-FINAL.pdf,FinCEN-Joint-Notice-Timeshare-Mexico-508C-FINAL.pdf,FIN-2024-NTC2,Notice,"FinCEN, OFAC, and FBI Joint Notice on Timeshare Fraud Associated with Mexico-Based Transnational Criminal Organizations",07/16/2024,fincen_notices.csv,bb19d98a3257aa9c3463836f312b45bf1de48fc0fb95060787a3c0a0bf2c1dcc,direct,14,105,money_laundering:74; terrorist_financing:21; bec_business_email_compromise:5; structuring_smurfing:2; corruption_bribery:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN-Notice-CVCKIOSK.pdf,FinCEN-Notice-CVCKIOSK.pdf,FIN-2025-NTC001,Notice,FinCEN Notice on the Use of Convertible Virtual Currency Kiosks for Scam Payments and Other Illicit Activity,08/4/2025,fincen_notices.csv,c5d0876efb58ba90f6658f824a3411c58f58e707541b2d70945d65e732ed8852,direct,12,99,money_laundering:53; crypto_virtual_assets:25; structuring_smurfing:11; romance_scam_elder_fraud:5; bec_business_email_compromise:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN-Notice-FMS-508C.pdf,FinCEN-Notice-FMS-508C.pdf,FIN-2025-NTC2,Notice,FinCEN Notice on Financially Motivated Sextortion,09/8/2025,fincen_notices.csv,77e3968de8faaa979e7958d1e3056b5d477a0ead95401ff20999ff3743fb4598,direct,12,44,money_laundering:40; terrorist_financing:2; crypto_virtual_assets:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN_Joint_Notice_US_Export_Controls_FINAL508.pdf,FinCEN_Joint_Notice_US_Export_Controls_FINAL508.pdf,FIN-2023-NTC2,Notice,FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Announce New Reporting Key Term and Highlight Red Flags Relating to Global Evasion of U.S. Export Controls,11/6/2023,fincen_notices.csv,d46bc851d059d88e4baaa220cca7ea558aded3d03b8fb70cf83a4c0b67bb7c0f,direct,9,36,money_laundering:29; terrorist_financing:5; structuring_smurfing:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN_Notice_Counterfeit_US_Passport_FINAL508.pdf,FinCEN_Notice_Counterfeit_US_Passport_FINAL508.pdf,FIN-2024-NTC1,Notice,FinCEN Notice on the Use of Counterfeit U.S. Passport Cards to Perpetrate Identity Theft and Fraud Schemes at Financial Institutions,04/15/2024,fincen_notices.csv,7c871ea34a94e9f50a304a4cdf177b0ed8d205534108c540c8a8cc7e08fc37d3,direct,12,52,money_laundering:37; structuring_smurfing:9; bec_business_email_compromise:2; check_fraud:2; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\FinCEN_Notice_Payroll_Tax_Evasion_and_Workers_Comp_508.pdf,FinCEN_Notice_Payroll_Tax_Evasion_and_Workers_Comp_508.pdf,FIN-2023-NTC1,Notice,FinCEN Calls Attention to Payroll Tax Evasion and Workers’ Compensation Fraud in the Construction Sector,08/15/2023,fincen_notices.csv,6dc8d2160d96969d01146491ee0f5325761c053f1d7d57f4463b7513ff9e96f2,direct,10,85,money_laundering:64; tax_evasion:15; structuring_smurfing:5; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\Joint%20Statement%20on%20Innovation%20Statement%20%28Final%2011-30-18%29_508.pdf,Joint%20Statement%20on%20Innovation%20Statement%20%28Final%2011-30-18%29_508.pdf,FIN-2020-NTC2,Notice,Updated FinCEN Notice to Financial Institutions Regarding COVID-19,4/03/2020,fincen_notices.csv,09f8d88fc875c8ef6c2b931c2a6edf06ebc97f2be4bb458188b796bca7659d20,direct,3,46,money_laundering:43; terrorist_financing:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_notice_pdfs\May_18_Notice_Related_to_COVID-19.pdf,May_18_Notice_Related_to_COVID-19.pdf,FIN-2020-NTC3,Notice,Companion Notice to FinCEN COVID-19 Advisories,5/18/2020,fincen_notices.csv,d4534ede34f94923e2a6b6379fa8063a3af1cd5c96cb5e04f30ed981449642db,direct,4,35,money_laundering:28; bec_business_email_compromise:4; mortgage_financial_aid_fraud:2; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
